Id,Weekly_Sales
1_3_2013-02-22,10663.087204081638
1_3_2013-03-01,11307.870638180277
1_3_2013-03-08,10940.772453231297
1_3_2013-03-15,8461.793869047617
1_3_2013-03-22,8513.44534523809
1_3_2013-03-29,9366.488994047617
1_3_2013-04-05,9396.969946428568
1_3_2013-04-12,8216.871523809517
1_3_2013-04-19,8562.296071428567
1_3_2013-04-26,8706.800077380949
1_3_2013-05-03,10279.859860119046
1_3_2013-05-10,9668.078770833328
1_3_2013-05-17,8383.430062500001
1_3_2013-05-24,8310.59843452381
1_3_2013-05-31,7852.1639672619085
1_3_2013-06-07,8128.506202380956
1_3_2013-06-14,8042.427505952385
1_3_2013-06-21,7059.90264285714
1_3_2013-06-28,7813.326999149663
1_3_2013-07-05,8040.15074914966
1_3_2013-07-12,12524.120904761903
1_3_2013-07-19,18258.342687499993
1_3_2013-07-26,21594.960449404745
1_4_2012-11-02,36206.51577827383
1_4_2012-11-09,36026.75368005955
1_4_2012-11-16,36138.89163244049
1_4_2012-11-23,44852.36061607143
1_4_2012-11-30,39196.0534077381
1_4_2012-12-07,38874.37741964286
1_4_2012-12-14,39163.15929464284
1_4_2012-12-21,44307.9462827381
1_4_2012-12-28,39300.2480837585
1_4_2013-01-04,39614.30958333333
1_4_2013-01-11,37578.95470238097
1_4_2013-01-18,34878.94522619047
1_4_2013-01-25,34922.629482142846
1_4_2013-02-01,38856.00549404762
1_4_2013-02-08,39716.58346726188
1_4_2013-02-15,36908.1235922619
1_4_2013-02-22,36222.010214285714
1_4_2013-03-01,37886.12073937075
1_4_2013-03-08,38386.0132542517
1_4_2013-03-15,38069.44926615647
1_4_2013-03-22,37396.740559523816
1_4_2013-03-29,39756.78050892856
1_4_2013-04-05,37525.55475892858
1_4_2013-04-12,37300.806127976204
1_4_2013-04-19,36985.14280357144
1_4_2013-04-26,37343.908919642876
1_4_2013-05-03,39845.49394345239
1_4_2013-05-10,36967.64855357144
1_4_2013-05-17,36025.89822619048
1_4_2013-05-24,38125.062991071434
1_4_2013-05-31,40702.41476530612
1_4_2013-06-07,40904.5295212585
1_4_2013-06-14,39443.51472746598
1_4_2013-06-21,38707.968025085036
1_4_2013-06-28,39778.48821556124
1_4_2013-07-05,42762.46008630951
1_4_2013-07-12,38794.922901785714
1_4_2013-07-19,37810.022053571425
1_4_2013-07-26,36810.25457738097
1_5_2012-11-02,27225.821714285714
1_5_2012-11-09,27585.55686309524
1_5_2012-11-16,26463.316570578234
1_5_2012-11-23,72771.87065476188
1_5_2012-11-30,34975.40004166667
1_5_2012-12-07,41340.064444302705
1_5_2012-12-14,45233.69260119048
1_5_2012-12-21,69038.95041666664
1_5_2012-12-28,33505.81458333334
1_5_2013-01-04,22372.173244047615
1_5_2013-01-11,19638.04527976191
1_5_2013-01-18,19352.070205357148
1_5_2013-01-25,21927.76134821428
1_5_2013-02-01,32989.9819217687
1_5_2013-02-08,37521.88994345238
1_5_2013-02-15,39407.276743197275
1_5_2013-02-22,29988.02618516156
1_5_2013-03-01,29766.859896896254
1_5_2013-03-08,27244.93215625
1_5_2013-03-15,26886.87583333333
1_5_2013-03-22,25380.86051785714
1_5_2013-03-29,28047.500279761905
1_5_2013-04-05,22677.77944345239
1_5_2013-04-12,19590.736336309517
1_5_2013-04-19,18718.92004761905
1_5_2013-04-26,17749.9014289966
1_5_2013-05-03,18339.253191751697
1_5_2013-05-10,17762.711034013606
1_5_2013-05-17,17924.392432823122
1_5_2013-05-24,18022.406376275503
1_5_2013-05-31,18513.553577380946
1_5_2013-06-07,22590.797952380944
1_5_2013-06-14,22403.221830357146
1_5_2013-06-21,22974.568663690476
1_5_2013-06-28,20656.421347363943
1_5_2013-07-05,19258.311284863947
1_5_2013-07-12,18029.05901785714
1_5_2013-07-19,17774.571538690474
1_5_2013-07-26,16173.29549702381
1_6_2012-11-02,4539.1024226190475
1_6_2012-11-09,3847.5151964285715
1_6_2012-11-16,3657.0726071428576
1_6_2012-11-23,18562.069273809517
1_6_2012-11-30,5748.232053571431
1_6_2012-12-07,6667.997443452381
1_6_2012-12-14,11058.94209821429
1_6_2012-12-21,21195.432166666662
1_6_2012-12-28,7246.352684948979
1_6_2013-01-04,2748.6751785714273
1_6_2013-01-11,2508.838696428571
1_6_2013-01-18,2443.2231130952377
1_6_2013-01-25,2293.074958333332
1_6_2013-02-01,3792.6077529761897
1_6_2013-02-08,5748.2150089285715
1_6_2013-02-15,4298.139223214287
1_6_2013-02-22,4203.6478541666675
1_6_2013-03-01,5244.112136904761
1_6_2013-03-08,4369.417166666667
1_6_2013-03-15,3691.0056874999996
1_6_2013-03-22,3442.4200267857123
1_6_2013-03-29,4893.14345833333
1_6_2013-04-05,4115.066607142856
1_6_2013-04-12,4194.266660714285
1_6_2013-04-19,3427.7028571428577
1_6_2013-04-26,3564.6059821428603
1_6_2013-05-03,5297.357425595239
1_6_2013-05-10,4282.228663690474
1_6_2013-05-17,5039.526620748301
1_6_2013-05-24,5339.446409438774
1_6_2013-05-31,4055.025410714286
1_6_2013-06-07,4389.286119047617
1_6_2013-06-14,4179.155056547618
1_6_2013-06-21,4438.4238273809515
1_6_2013-06-28,4437.793746173468
1_6_2013-07-05,3094.433727465986
1_6_2013-07-12,2924.24300127551
1_6_2013-07-19,3187.230981292516
1_6_2013-07-26,2692.201818452381
1_7_2012-11-02,22345.646565476178
1_7_2012-11-09,23069.71561309523
1_7_2012-11-16,22178.078940476185
1_7_2012-11-23,66846.00163392858
1_7_2012-11-30,40079.436502976205
1_7_2012-12-07,50550.7794107143
1_7_2012-12-14,75538.15145833335
1_7_2012-12-21,142468.31813392852
1_7_2012-12-28,43729.809997874145
1_7_2013-01-04,13288.182157738096
1_7_2013-01-11,10415.591284013602
1_7_2013-01-18,10526.08374447279
1_7_2013-01-25,11983.62555059524
1_7_2013-02-01,16587.364172619047
1_7_2013-02-08,19880.03620833335
1_7_2013-02-15,17047.03099702381
1_7_2013-02-22,16597.484666666667
1_7_2013-03-01,16772.09091666667
1_7_2013-03-08,17887.484068452377
1_7_2013-03-15,19390.06719345238
1_7_2013-03-22,17527.751791666666
1_7_2013-03-29,22634.798354166676
1_7_2013-04-05,19925.023693452385
1_7_2013-04-12,20487.423586309535
1_7_2013-04-19,19481.704422619052
1_7_2013-04-26,20192.4232172619
1_7_2013-05-03,22156.954292091832
1_7_2013-05-10,22380.012247448973
1_7_2013-05-17,21377.351624999992
1_7_2013-05-24,29156.84061607143
1_7_2013-05-31,33631.22099702382
1_7_2013-06-07,30568.70862202382
1_7_2013-06-14,27210.676744047618
1_7_2013-06-21,25208.188041666665
1_7_2013-06-28,24685.25415476191
1_7_2013-07-05,24666.63783630952
1_7_2013-07-12,18733.832068452386
1_7_2013-07-19,17170.434377976188
1_7_2013-07-26,16855.896782738087
1_8_2012-11-02,39069.064434523825
1_8_2012-11-09,39069.064434523825
1_8_2012-11-16,39069.064434523825
1_8_2012-11-23,33957.342145833325
1_8_2012-11-30,36712.296892857135
1_8_2012-12-07,37342.52760714286
1_8_2012-12-14,37642.53199702381
1_8_2012-12-21,42852.64969940478
1_8_2012-12-28,33404.15971726189
1_8_2013-01-04,35956.661172619046
1_8_2013-01-11,34923.630961309515
1_8_2013-01-18,34984.4355684524
1_8_2013-01-25,35627.93795833334
1_8_2013-02-01,38192.21542261904
1_8_2013-02-08,38792.81168664965
1_8_2013-02-15,37694.75399404763
1_8_2013-02-22,37694.75399404763
1_8_2013-03-01,38821.85906547618
1_8_2013-03-08,37099.53339583332
1_8_2013-03-15,36171.77288988095
1_8_2013-03-22,35054.04150595236
1_8_2013-03-29,38823.54335331633
1_8_2013-04-05,37961.38402380952
1_8_2013-04-12,37974.34363690477
1_8_2013-04-19,37635.183666666664
1_8_2013-04-26,38693.913836309526
1_8_2013-05-03,39681.46510119049
1_8_2013-05-10,38436.858619897954
1_8_2013-05-17,38005.0901972789
1_8_2013-05-24,38647.71395535714
1_8_2013-05-31,40166.493769345245
1_8_2013-06-07,40213.92123958335
1_8_2013-06-14,38510.27160289116
1_8_2013-06-21,37738.9162755102
1_8_2013-06-28,37817.21654336733
1_8_2013-07-05,39727.69596726189
1_8_2013-07-12,37521.61349702381
1_8_2013-07-19,37401.60797916667
1_8_2013-07-26,37605.348788690484
1_9_2012-11-02,46128.83196726192
1_9_2012-11-09,40334.97606845237
1_9_2012-11-16,33948.32977848639
1_9_2012-11-23,39725.11915561225
1_9_2012-11-30,27633.69716454083
1_9_2012-12-07,29232.13345918368
1_9_2012-12-14,31306.239508290815
1_9_2012-12-21,43352.089446428574
1_9_2012-12-28,29283.57903571429
1_9_2013-01-04,18374.22552380952
1_9_2013-01-11,15137.82013392857
1_9_2013-01-18,14272.127306547613
1_9_2013-01-25,14455.879270833326
1_9_2013-02-01,19938.11546428572
1_9_2013-02-08,20674.096446428575
1_9_2013-02-15,23343.03568579932
1_9_2013-02-22,24783.0619132653
1_9_2013-03-01,29475.440210884353
1_9_2013-03-08,30579.429011904773
1_9_2013-03-15,35115.67255697279
1_9_2013-03-22,37987.34234226191
1_9_2013-03-29,42659.06121726192
1_9_2013-04-05,41054.87565178571
1_9_2013-04-12,34155.84341666665
1_9_2013-04-19,30156.246955357143
1_9_2013-04-26,30389.36912797619
1_9_2013-05-03,30465.909752976197
1_9_2013-05-10,28560.03719047618
1_9_2013-05-17,27779.373327380952
1_9_2013-05-24,29624.619258928586
1_9_2013-05-31,31628.615351190478
1_9_2013-06-07,30646.931571428588
1_9_2013-06-14,30208.56270238097
1_9_2013-06-21,28212.017485119046
1_9_2013-06-28,26097.325223214277
1_9_2013-07-05,29891.543979166665
1_9_2013-07-12,21865.167090986386
1_9_2013-07-19,22309.505659438775
1_9_2013-07-26,22794.242073129248
1_10_2012-11-02,29042.019559523815
1_10_2012-11-09,28566.773624999998
1_10_2012-11-16,27831.095830357135
1_10_2012-11-23,30580.23388095238
1_10_2012-11-30,30412.998562500008
1_10_2012-12-07,31538.818877976206
1_10_2012-12-14,29837.496602678573
1_10_2012-12-21,32250.8501335034
1_10_2012-12-28,26770.373342261904
1_10_2013-01-04,27254.079638392875
1_10_2013-01-11,24678.621882440486
1_10_2013-01-18,24445.360549107158
1_10_2013-01-25,24772.56201339286
1_10_2013-02-01,33555.180714285714
1_10_2013-02-08,36612.18108928569
1_10_2013-02-15,38274.502172619046
1_10_2013-02-22,38068.819940476176
1_10_2013-03-01,38332.57749999999
1_10_2013-03-08,35365.655133928565
1_10_2013-03-15,34193.22573809523
1_10_2013-03-22,35970.65599702382
1_10_2013-03-29,40165.226425595254
1_10_2013-04-05,38157.572339285725
1_10_2013-04-12,32249.28876488096
1_10_2013-04-19,30649.60499404762
1_10_2013-04-26,30343.489562500003
1_10_2013-05-03,33716.717047619044
1_10_2013-05-10,32312.13502380951
1_10_2013-05-17,31441.819035714285
1_10_2013-05-24,33545.58018154764
1_10_2013-05-31,36011.90935119049
1_10_2013-06-07,35654.3453452381
1_10_2013-06-14,33737.8359107143
1_10_2013-06-21,33065.041625000005
1_10_2013-06-28,33491.37130357143
1_10_2013-07-05,36402.11776785716
1_10_2013-07-12,32059.05959821431
1_10_2013-07-19,30451.334003826545
1_10_2013-07-26,30648.825139880966
1_11_2012-11-02,25551.842178571427
1_11_2012-11-09,22593.2502172619
1_11_2012-11-16,22293.83499404762
1_11_2012-11-23,29624.625139880947
1_11_2012-11-30,33359.90215178572
1_11_2012-12-07,34514.00759523811
1_11_2012-12-14,30089.688010416674
1_11_2012-12-21,32478.258193452384
1_11_2012-12-28,24169.548663690464
1_11_2013-01-04,24925.53541071429
1_11_2013-01-11,26175.761827380953
1_11_2013-01-18,20839.402839285718
1_11_2013-01-25,19806.477154761906
1_11_2013-02-01,22332.17756250001
1_11_2013-02-08,24799.35220238096
1_11_2013-02-15,24392.83179464287
1_11_2013-02-22,23108.86375
1_11_2013-03-01,23055.563726190478
1_11_2013-03-08,23190.027410714294
1_11_2013-03-15,24243.177559523814
1_11_2013-03-22,24869.991595238098
1_11_2013-03-29,26278.118976190475
1_11_2013-04-05,24162.81116666666
1_11_2013-04-12,22370.30924999999
1_11_2013-04-19,21748.40874999999
1_11_2013-04-26,21770.91352678571
1_11_2013-05-03,27941.998645833322
1_11_2013-05-10,27613.705217261893
1_11_2013-05-17,24714.066979166666
1_11_2013-05-24,27273.439068452386
1_11_2013-05-31,33045.682494047614
1_11_2013-06-07,33111.04891666667
1_11_2013-06-14,29855.5232827381
1_11_2013-06-21,29144.634913690472
1_11_2013-06-28,37324.680898809514
1_11_2013-07-05,35430.24352380952
1_11_2013-07-12,28355.981383928567
1_11_2013-07-19,27542.46763690476
1_11_2013-07-26,30000.469261904764
1_12_2012-11-02,9292.783895833329
1_12_2012-11-09,9755.09425595238
1_12_2012-11-16,9029.048999999997
1_12_2012-11-23,8762.513570578229
1_12_2012-11-30,7948.493874149659
1_12_2012-12-07,7827.280571428572
1_12_2012-12-14,7804.718104166668
1_12_2012-12-21,7971.935410714286
1_12_2012-12-28,7843.839681547621
1_12_2013-01-04,7926.0384523809535
1_12_2013-01-11,7838.821818452384
1_12_2013-01-18,8474.443495748304
1_12_2013-01-25,8577.260995748304
1_12_2013-02-01,9252.463943027211
1_12_2013-02-08,9377.554288265304
1_12_2013-02-15,9951.746336309525
1_12_2013-02-22,10775.862029761904
1_12_2013-03-01,11800.409727040818
1_12_2013-03-08,11959.600999999997
1_12_2013-03-15,12707.388327380953
1_12_2013-03-22,11818.27567857143
1_12_2013-03-29,11785.110708333334
1_12_2013-04-05,11498.441264880954
1_12_2013-04-12,11153.449279761906
1_12_2013-04-19,11440.196065476193
1_12_2013-04-26,11347.603547619048
1_12_2013-05-03,11939.028610119043
1_12_2013-05-10,11312.449699404757
1_12_2013-05-17,11327.31912542517
1_12_2013-05-24,12076.755303996595
1_12_2013-05-31,11949.649036139455
1_12_2013-06-07,11145.214636904766
1_12_2013-06-14,10873.28223214286
1_12_2013-06-21,10145.411142431973
1_12_2013-06-28,11598.487638180266
1_12_2013-07-05,12708.848705357139
1_12_2013-07-12,10269.117092261897
1_12_2013-07-19,11876.533142857146
1_12_2013-07-26,11322.418063350338
1_13_2012-11-02,38515.622029761915
1_13_2012-11-09,38325.54680654762
1_13_2012-11-16,38276.626163690475
1_13_2012-11-23,41926.64265433675
1_13_2012-11-30,37858.375235119056
1_13_2012-12-07,37270.98638392858
1_13_2012-12-14,36443.92685119049
1_13_2012-12-21,37045.20511309524
1_13_2012-12-28,38962.940460884354
1_13_2013-01-04,39584.49272916665
1_13_2013-01-11,38434.665041666674
1_13_2013-01-18,37624.45158928573
1_13_2013-01-25,36892.69521130953
1_13_2013-02-01,41119.78449107142
1_13_2013-02-08,43371.97763945579
1_13_2013-02-15,40000.71047619047
1_13_2013-02-22,40461.98195238095
1_13_2013-03-01,42013.37104464285
1_13_2013-03-08,40748.275895833336
1_13_2013-03-15,38941.152797619055
1_13_2013-03-22,38328.66087797618
1_13_2013-03-29,43314.114437074844
1_13_2013-04-05,38715.953172619025
1_13_2013-04-12,39153.084476190495
1_13_2013-04-19,39464.23002083334
1_13_2013-04-26,39534.62403869048
1_13_2013-05-03,41673.04673511903
1_13_2013-05-10,39822.78545535713
1_13_2013-05-17,38805.201372023796
1_13_2013-05-24,39035.2635595238
1_13_2013-05-31,41079.157800595254
1_13_2013-06-07,41415.661758928574
1_13_2013-06-14,39912.97286607145
1_13_2013-06-21,39465.0370059524
1_13_2013-06-28,40090.67936649661
1_13_2013-07-05,41502.55072363944
1_13_2013-07-12,39756.00236904761
1_13_2013-07-19,39537.54610629251
1_13_2013-07-26,38888.31274319727
1_14_2012-11-02,12080.882630952383
1_14_2012-11-09,12455.725681547623
1_14_2012-11-16,16651.563775935367
1_14_2012-11-23,37213.9611875
1_14_2012-11-30,17987.477458333335
1_14_2012-12-07,21669.028589285714
1_14_2012-12-14,27239.9587797619
1_14_2012-12-21,45314.79973809525
1_14_2012-12-28,23302.05626785714
1_14_2013-01-04,15681.86120833333
1_14_2013-01-11,14294.828123511901
1_14_2013-01-18,13029.479767857138
1_14_2013-01-25,12638.21529464286
1_14_2013-02-01,16250.414276785708
1_14_2013-02-08,18139.954172619047
1_14_2013-02-15,19794.522997023803
1_14_2013-02-22,18636.876377976187
1_14_2013-03-01,18924.896288690474
1_14_2013-03-08,16067.712631377553
1_14_2013-03-15,13081.380708333327
1_14_2013-03-22,12963.763672619043
1_14_2013-03-29,14773.97629761904
1_14_2013-04-05,14693.647624999998
1_14_2013-04-12,14650.823026785712
1_14_2013-04-19,14220.130898809515
1_14_2013-04-26,14572.488630952375
1_14_2013-05-03,15688.48500595238
1_14_2013-05-10,15845.97354761905
1_14_2013-05-17,15939.059366071435
1_14_2013-05-24,14829.558520833332
1_14_2013-05-31,14500.393014880949
1_14_2013-06-07,13449.354747023803
1_14_2013-06-14,13565.474318452381
1_14_2013-06-21,13861.414961309523
1_14_2013-06-28,16144.343961309525
1_14_2013-07-05,16430.919125000004
1_14_2013-07-12,14783.819446428572
1_14_2013-07-19,12766.054124999999
1_14_2013-07-26,12744.904452380953
1_16_2012-11-02,6802.895541241499
1_16_2012-11-09,6362.591125000002
1_16_2012-11-16,5442.557523809527
1_16_2012-11-23,8446.545706207482
1_16_2012-11-30,5265.647458333334
1_16_2012-12-07,5082.383717261903
1_16_2012-12-14,4884.315854166666
1_16_2012-12-21,6621.79513818027
1_16_2012-12-28,5814.464257227892
1_16_2013-01-04,6191.176217261903
1_16_2013-01-11,6041.804061649656
1_16_2013-01-18,6288.518092261904
1_16_2013-01-25,6603.624580357141
1_16_2013-02-01,10705.90101190476
1_16_2013-02-08,12580.776801870743
1_16_2013-02-15,13090.57501488095
1_16_2013-02-22,19935.431654761906
1_16_2013-03-01,30420.505339285726
1_16_2013-03-08,31230.75549107144
1_16_2013-03-15,43476.450119047615
1_16_2013-03-22,43623.400580357134
1_16_2013-03-29,54032.12986011904
1_16_2013-04-05,53829.88405782311
1_16_2013-04-12,53662.07087032313
1_16_2013-04-19,44989.89870408164
1_16_2013-04-26,42862.65540688776
1_16_2013-05-03,42471.19928571426
1_16_2013-05-10,40559.25380952381
1_16_2013-05-17,38401.60340561224
1_16_2013-05-24,41848.55602083333
1_16_2013-05-31,45171.71006845237
1_16_2013-06-07,35938.275517857146
1_16_2013-06-14,35027.07258035713
1_16_2013-06-21,36226.958047619046
1_16_2013-06-28,36816.044877976194
1_16_2013-07-05,39399.5298125
1_16_2013-07-12,25238.17042559524
1_16_2013-07-19,23719.189901785718
1_16_2013-07-26,23260.78840476191
1_17_2012-11-02,7721.5566309523765
1_17_2012-11-09,7673.150023809524
1_17_2012-11-16,8702.00818452381
1_17_2012-11-23,12262.861964285714
1_17_2012-11-30,10455.219997023813
1_17_2012-12-07,10590.275580357144
1_17_2012-12-14,12010.285312499998
1_17_2012-12-21,17536.920252976193
1_17_2012-12-28,11109.115616071429
1_17_2013-01-04,8587.901253401358
1_17_2013-01-11,8812.153961309521
1_17_2013-01-18,7885.833187499995
1_17_2013-01-25,7696.93331547619
1_17_2013-02-01,9122.498520833338
1_17_2013-02-08,10423.162934948981
1_17_2013-02-15,10833.803913690475
1_17_2013-02-22,10151.13336309524
1_17_2013-03-01,10988.0549375
1_17_2013-03-08,10690.14208035714
1_17_2013-03-15,9564.307148809521
1_17_2013-03-22,7986.833395833331
1_17_2013-03-29,8451.01966156463
1_17_2013-04-05,8179.320206207485
1_17_2013-04-12,7529.372322278911
1_17_2013-04-19,8082.824164540818
1_17_2013-04-26,8045.231610119051
1_17_2013-05-03,8801.158351190474
1_17_2013-05-10,8611.345312499998
1_17_2013-05-17,8621.657949404766
1_17_2013-05-24,7426.326862103176
1_17_2013-05-31,7115.017975198413
1_17_2013-06-07,8356.077699404763
1_17_2013-06-14,7918.584665391157
1_17_2013-06-21,7119.186921343535
1_17_2013-06-28,7850.790278911563
1_17_2013-07-05,8088.322272959182
1_17_2013-07-12,7502.713174744902
1_17_2013-07-19,7510.341869047624
1_17_2013-07-26,7988.868559523813
1_18_2012-11-02,12778.39706845238
1_18_2012-11-09,10681.23749404762
1_18_2012-11-16,14425.828870748297
1_18_2012-11-23,30614.04084608844
1_18_2012-11-30,47142.1487738095
1_18_2012-12-07,43248.42630952383
1_18_2012-12-14,33754.67320238098
1_18_2012-12-21,24370.956264880955
1_18_2012-12-28,22135.798392857145
1_18_2013-01-04,7031.9702916666665
1_18_2013-01-11,1683.8759464285722
1_18_2013-01-18,1581.472398809524
1_18_2013-01-25,1862.3567984693884
1_18_2013-02-01,3622.0826785714285
1_18_2013-02-08,13040.531470238091
1_18_2013-02-15,27413.452923894572
1_18_2013-02-22,1786.1318928571425
1_18_2013-03-01,1377.042419642857
1_18_2013-03-08,1283.2667946428573
1_18_2013-03-15,1469.4945216836738
1_18_2013-03-22,2439.173109036796
1_18_2013-03-29,14545.154645833327
1_18_2013-04-05,3731.161742346939
1_18_2013-04-12,4357.87818040293
1_18_2013-04-19,416.99675892857147
1_18_2013-04-26,546.7189825680273
1_18_2013-05-03,20.314176445578234
1_18_2013-05-10,7.9680803571428545
1_18_2013-05-17,2.0298374015925083
1_18_2013-05-24,1.9385017497769486
1_18_2013-06-07,1.6503092583842291
1_18_2013-07-05,1.6231571975245005
1_19_2012-11-02,1438.3263482142852
1_19_2012-11-09,1440.0292053571425
1_19_2012-11-16,1430.7031190476187
1_19_2012-11-23,1321.867836309523
1_19_2012-11-30,1539.037486819727
1_19_2012-12-07,1638.542540391156
1_19_2012-12-14,1596.106471513605
1_19_2012-12-21,1749.7879107142853
1_19_2012-12-28,1290.1833779761905
1_19_2013-01-04,666.0633392857145
1_19_2013-01-11,757.2701875000004
1_19_2013-01-18,721.5828392857144
1_19_2013-01-25,746.2330178571427
1_19_2013-02-01,1012.0793244047624
1_19_2013-02-08,953.154854166667
1_19_2013-02-15,893.8070386904758
1_19_2013-02-22,956.8197410714284
1_19_2013-03-01,953.8951279761907
1_19_2013-03-08,1210.7154226190473
1_19_2013-03-15,1256.0993601190473
1_19_2013-03-22,1104.6564226190478
1_19_2013-03-29,968.6087053571429
1_19_2013-04-05,1092.987044642857
1_19_2013-04-12,911.3816934523813
1_19_2013-04-19,1008.8091011904762
1_19_2013-04-26,831.6029761904759
1_19_2013-05-03,1186.117348214286
1_19_2013-05-10,1672.7540461309525
1_19_2013-05-17,1448.221106195888
1_19_2013-05-24,1177.4741999458872
1_19_2013-05-31,1267.965890422078
1_19_2013-06-07,1231.4448636363638
1_19_2013-06-14,1055.295348755411
1_19_2013-06-21,1075.743454622758
1_19_2013-06-28,1072.7460885513299
1_19_2013-07-05,1095.3558683132349
1_19_2013-07-12,1031.6049272959185
1_19_2013-07-19,999.9085106292517
1_19_2013-07-26,1021.73431420068
1_20_2012-11-02,2980.272973214285
1_20_2012-11-09,2935.080428571428
1_20_2012-11-16,2914.851741071428
1_20_2012-11-23,5334.599446428571
1_20_2012-11-30,3105.848086309524
1_20_2012-12-07,3052.2319166666666
1_20_2012-12-14,3395.9967023809527
1_20_2012-12-21,4460.57382142857
1_20_2012-12-28,4234.5358005952385
1_20_2013-01-04,3660.1597023809513
1_20_2013-01-11,4082.6045267857157
1_20_2013-01-18,3935.746544642858
1_20_2013-01-25,3774.2094553571437
1_20_2013-02-01,4324.111172619048
1_20_2013-02-08,5295.930404761907
1_20_2013-02-15,5382.980053571431
1_20_2013-02-22,5000.108550595235
1_20_2013-03-01,5249.4384553571435
1_20_2013-03-08,6163.950396258506
1_20_2013-03-15,5286.206687925171
1_20_2013-03-22,4526.170580357142
1_20_2013-03-29,4642.347116071431
1_20_2013-04-05,4230.4021889172345
1_20_2013-04-12,3851.9370847505675
1_20_2013-04-19,4076.3884761904783
1_20_2013-04-26,4449.723291666669
1_20_2013-05-03,4586.3104732142865
1_20_2013-05-10,4553.078961734694
1_20_2013-05-17,4911.881610544217
1_20_2013-05-24,4781.297711734694
1_20_2013-05-31,4650.970889880953
1_20_2013-06-07,4777.4389672619045
1_20_2013-06-14,4492.60767559524
1_20_2013-06-21,4665.351651785715
1_20_2013-06-28,5104.360107142857
1_20_2013-07-05,5278.5058571428535
1_20_2013-07-12,4104.708621598639
