Invoice ID,Unit price,Quantity,Tax 5%,Total,Date,Time,cogs,gross margin percentage,gross income,Rating,Branch_A,Branch_B,Branch_C,Gender_Female,Gender_Male,Payment_Cash,Payment_Credit card,Payment_Ewallet,City_Mandalay,City_Naypyitaw,City_Yangon,Customer type_Member,Customer type_Normal,Product line_Electronic accessories,Product line_Fashion accessories,Product line_Food and beverages,Product line_Health and beauty,Product line_Home and lifestyle,Product line_Sports and travel,Year,Month,DayOfWeek,Z-score
351-62-0822,0.04895416110369383,0.3333333333333333,2.896,0.04858419055177396,2019-02-06,18:07,57.92,4.761904762,2.896,4.5,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,2019,2,2,-1.066683877895035
529-56-3974,0.17167334223408992,0.3333333333333333,5.102,0.09347496515165388,2019-03-09,17:03,102.04,4.761904762,5.102,6.8,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,2019,3,5,-0.8781847127548834
365-64-0515,0.4102136181575434,0.4444444444444445,11.7375,0.22850340343701353,2019-02-12,10:25,234.75,4.761904762,11.7375,7.1,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,2019,2,1,-0.311191870376155
252-56-2699,0.36838006230529596,1.0,21.595,0.42909760589318596,2019-02-07,16:48,431.9,4.761904762,21.595,8.2,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,2019,2,3,0.5311157091202375
829-34-3910,0.6820204717400979,1.0,35.69,0.7159223873915121,2019-03-29,19:21,713.8,4.761904762,35.69,5.7,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,2019,3,4,1.7355108735129998
299-46-1805,0.9305740987983979,0.5555555555555556,28.116,0.5617960379719789,2019-01-15,16:19,562.32,4.761904762,28.116,4.5,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,2019,1,1,1.0883247099719726
656-95-9349,0.6547619047619049,0.6666666666666665,24.1255,0.48059176052827035,2019-03-11,11:03,482.51,4.761904762,24.1255,4.6,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,2019,3,0,0.7473428792866714
765-26-6951,0.6957053849577215,0.5555555555555556,21.783,0.4329232929397759,2019-01-01,10:39,435.66,4.761904762,21.783,6.9,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,2019,1,1,0.547180007871982
329-62-1586,0.4961059190031153,0.2222222222222222,8.2005,0.1565275785232441,2019-01-21,18:00,164.01,4.761904762,8.2005,8.6,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,2019,1,0,-0.6134228527427532
319-50-3348,0.3362260792167334,0.1111111111111111,4.03,0.07166040922641757,2019-03-11,15:30,80.6,4.761904762,4.03,4.4,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,2019,3,0,-0.9697853949988735
300-71-4605,0.8451268357810415,0.4444444444444445,21.51,0.4273679069625469,2019-02-25,11:24,430.2,4.761904762,21.51,4.8,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,2019,2,0,0.5238525953229063
371-85-5789,0.8667111704494883,0.2222222222222222,13.197,0.25820335154604557,2019-03-05,10:40,263.94,4.761904762,13.197,5.1,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,2019,3,1,-0.1864799340560958
273-16-6619,0.2572318647085003,0.1111111111111111,3.32,0.05721233580578533,2019-03-15,12:20,66.4,4.761904762,3.32,4.4,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,2019,3,4,-1.030453757305994
636-48-8204,0.2723631508678238,0.4444444444444445,8.64,0.16547113946460731,2019-02-17,11:15,172.8,4.761904762,8.64,9.9,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,2019,2,6,-0.5758682819906695
549-59-1358,0.8739430351579884,0.2222222222222222,13.2945,0.26018741796648454,2019-03-02,17:36,265.89,4.761904762,13.2945,6.0,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,2019,3,5,-0.1781487152885686
227-03-5010,0.4729639519359147,0.7777777777777777,21.036,0.41772229174933606,2019-03-22,19:20,420.72,4.761904762,21.036,8.5,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,2019,3,4,0.48335005485308224
649-29-6775,0.26079216733422345,0.0,1.676,0.023757923547307266,2019-02-08,15:31,33.52,4.761904762,1.676,6.7,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,2019,2,4,-1.1709309229861429
189-17-4241,0.863262127280819,0.1111111111111111,8.767,0.16805551316097392,2019-03-10,12:17,175.34,4.761904762,8.767,7.7,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,2019,3,6,-0.5650163354934804
145-94-9061,0.8709390298175346,0.4444444444444445,22.09,0.43917055848926057,2019-01-25,19:48,441.8,4.761904762,22.09,9.6,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,2019,1,4,0.5734126659399905
848-62-7243,0.16477525589675124,0.8888888888888888,11.2005,0.21757577607521136,2019-03-15,15:36,224.01,4.761904762,11.2005,7.4,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,2019,3,4,-0.35707765989576584
871-79-8483,0.9351357365376056,0.4444444444444445,23.5325,0.46852456681216487,2019-02-25,19:39,470.65,4.761904762,23.5325,4.8,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,2019,2,0,0.6966719795005838
149-71-6266,0.7564530485091233,0.8888888888888888,35.1315,0.7045572479472542,2019-01-28,12:43,702.63,4.761904762,35.1315,4.5,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,2019,1,0,1.6877879434446519
640-49-2076,0.8199821984868715,0.7777777777777777,33.512,0.6716013959687839,2019-01-10,14:49,670.24,4.761904762,33.512,5.1,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,2019,1,3,1.5494042635060867
595-11-5460,0.9623943035157989,0.1111111111111111,9.658,0.18618682783390822,2019-03-15,10:12,193.16,4.761904762,9.658,5.1,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,2019,3,4,-0.48888181321792507
183-56-6882,0.9939919893190923,0.3333333333333333,19.884,0.3942797838893807,2019-02-06,10:42,397.68,4.761904762,19.884,7.5,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,2019,2,2,0.3849135007998393
232-16-2483,0.6457498887405431,0.0,3.406,0.05896238413560838,2019-01-07,12:28,68.12,4.761904762,3.406,6.8,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,2019,1,0,-1.023105195111047
129-29-8530,0.5845571873609257,0.4444444444444445,15.655,0.3082221747402908,2019-03-10,19:15,313.1,4.761904762,15.655,7.0,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,2019,3,6,0.023552227283202668
272-65-1806,0.5651980418335559,0.8888888888888888,27.396,0.5471444705595067,2019-01-15,17:17,547.92,4.761904762,27.396,4.7,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,2019,1,1,1.0268018636886955
333-73-7901,0.49888740542946153,0.7777777777777777,21.968,0.4366879317888139,2019-03-23,13:24,439.36,4.761904762,21.968,7.6,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,2019,3,5,0.5629879614308796
777-82-7220,0.22296395193591456,0.7777777777777777,12.048,0.23482189188364214,2019-03-03,13:01,240.96,4.761904762,12.048,7.7,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,2019,3,6,-0.28466014291649183
280-35-5823,0.8526924788607032,0.0,4.336,0.07788732537671823,2019-01-17,18:45,86.72,4.761904762,4.336,7.9,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,2019,1,3,-0.943638185328481
554-53-8700,0.5121272808188696,0.1111111111111111,5.611,0.10383280933630433,2019-02-02,10:11,112.22,4.761904762,5.611,6.3,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,2019,2,5,-0.8346914783685112
354-25-5821,0.656875834445928,0.5555555555555556,20.736,0.41161747199413934,2019-02-08,13:03,414.72,4.761904762,20.736,5.6,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,2019,2,4,0.45771553556838357
228-96-1411,0.985981308411215,0.7777777777777777,39.48,0.7930466102988308,2019-03-04,20:39,789.6,4.761904762,39.48,7.6,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,2019,3,0,2.0593603004763605
617-15-4209,0.05885625278148643,0.1111111111111111,1.537,0.02092935706073278,2019-03-16,19:47,30.74,4.761904762,1.537,7.2,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,2019,3,5,-1.18280825025472
132-32-9879,0.9332443257676903,0.3333333333333333,18.792,0.37205823998046456,2019-03-09,18:00,375.84,4.761904762,18.792,9.5,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,2019,3,5,0.2916038506035358
370-41-7321,0.5185803293279929,0.8888888888888888,25.5105,0.5087756783980952,2019-02-27,17:24,510.21,4.761904762,25.5105,8.4,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,2019,2,2,0.8656889099843639
727-46-3608,0.11048064085447265,0.8888888888888888,9.0045,0.17288849546717133,2019-02-06,15:47,180.09,4.761904762,9.0045,4.1,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,2019,2,2,-0.5447223410597606
669-54-1719,0.09846461949265689,0.5555555555555556,5.679,0.10521656848081559,2019-02-10,12:45,113.58,4.761904762,5.679,8.1,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,2019,2,6,-0.8288809873306462
574-22-5561,0.8071873609256787,1.0,41.315,0.8303877578014508,2019-03-19,17:08,826.3,4.761904762,41.315,7.9,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,2019,3,1,2.216158110101101
326-78-5178,0.9047619047619049,0.6666666666666665,31.99,0.6406296104107525,2019-02-03,10:19,639.8,4.761904762,31.99,9.5,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,2019,2,6,1.4193518023350487
162-48-8011,0.38395638629283496,0.4444444444444445,11.1475,0.21649725791845995,2019-02-10,15:10,222.95,4.761904762,11.1475,8.5,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,2019,2,6,-0.36160642496939593
616-24-2851,0.08667111704494884,0.3333333333333333,3.574,0.06238108319851855,2019-03-22,14:42,71.48,4.761904762,3.574,6.5,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,2019,3,4,-1.0087498643116157
778-71-5554,0.059523809523809534,0.0,0.7715,0.005351891985389132,2019-01-25,15:46,15.43,4.761904762,0.7715,6.1,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,2019,1,4,-1.2482189986295096
242-55-6721,0.06764574988874056,0.1111111111111111,1.616,0.022536959596267916,2019-03-07,11:49,32.32,4.761904762,1.616,6.5,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,2019,3,3,-1.1760578268430828
399-46-5918,0.8444592790387184,0.7777777777777777,34.392,0.6895088672506943,2019-02-28,19:01,687.84,4.761904762,34.392,8.2,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,2019,2,3,1.6245988534078697
106-35-6779,0.3811748998664887,0.1111111111111111,4.434,0.07988156649674918,2019-03-27,11:26,88.68,4.761904762,4.434,5.8,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,2019,3,2,-0.9352642423621459
635-40-6220,0.8847352024922118,0.7777777777777777,35.84,0.7189747972691105,2019-02-07,11:28,716.8,4.761904762,35.84,6.6,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,2019,2,3,1.748328133155349
817-48-8732,0.6928126390743213,1.0,36.175,0.7257918459957469,2019-01-20,15:55,723.5,4.761904762,36.175,5.4,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,2019,1,6,1.776953346356596
120-06-4233,0.22841566533155322,0.5555555555555556,9.183,0.17652086322151336,2019-03-12,20:36,183.66,4.761904762,9.183,9.3,False,False,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,2019,3,1,-0.5294698020853649
285-68-5083,0.16310636404094347,0.2222222222222222,3.711,0.06516895088672506,2019-02-15,17:47,74.22,4.761904762,3.711,10.0,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,2019,2,4,-0.9970434338382699
803-83-5989,0.5078994214508233,0.5555555555555556,16.719,0.3298739354720552,2019-02-24,10:55,334.38,4.761904762,16.719,7.0,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,2019,2,6,0.11446932234626753
347-34-2234,0.5005562972852693,0.8888888888888888,24.7815,0.4939409663929673,2019-02-03,13:40,495.63,4.761904762,24.7815,10.0,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,2019,2,6,0.8033970281225464
199-75-8169,0.06375166889185582,1.0,7.905,0.1505143310643753,2019-03-06,12:27,158.1,4.761904762,7.905,8.6,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,2019,3,2,-0.6386728542381815
853-23-2453,0.7305295950155763,0.3333333333333333,15.148,0.2979050293540083,2019-02-14,14:35,302.96,4.761904762,15.148,7.6,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,2019,2,3,-0.019770110307938238
877-22-3308,0.0644192256341789,1.0,7.935,0.15112481303989497,2019-03-13,16:40,158.7,4.761904762,7.935,5.8,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,2019,3,2,-0.6361094023097117
838-78-4295,0.26023587004895415,0.1111111111111111,3.347,0.057761769583753036,2019-02-10,15:43,66.94,4.761904762,3.347,6.7,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,2019,2,6,-1.028146650570371
109-28-2512,0.9738540275923455,0.5555555555555556,29.283,0.585543786819694,2019-01-07,15:01,585.66,4.761904762,29.283,9.9,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,2019,1,0,1.1880429899894502
232-11-3025,0.7642412105028927,1.0,39.385,0.7911134173763519,2019-01-24,10:04,787.7,4.761904762,39.385,6.4,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,2019,1,3,2.0512427027028726
382-03-4532,0.09178905206942589,0.0,0.9165,0.00830255486706755,2019-02-02,18:50,18.33,4.761904762,0.9165,4.3,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,2019,2,5,-1.2358289809752385
393-65-2792,0.8834000890075657,1.0,44.74,0.9000844500066134,2019-01-06,12:46,894.8,4.761904762,44.74,9.6,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,2019,1,6,2.5088188719347446
796-12-2025,0.5789942145082332,1.0,31.06,0.6217046691696426,2019-02-11,16:19,621.2,4.761904762,31.06,5.9,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,2019,2,0,1.3398847925524824
510-95-6347,0.42768135291499787,0.2222222222222222,7.278,0.13775525777601416,2019-03-05,18:17,145.56,4.761904762,7.278,4.0,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,2019,3,1,-0.6922489995432018
841-35-6630,0.7324210057854917,0.5555555555555556,22.773,0.45306919813192514,2019-03-09,18:21,455.46,4.761904762,22.773,8.7,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,2019,3,5,0.6317739215114881
287-21-9091,0.7186248331108145,0.8888888888888888,33.6015,0.673422667195751,2019-01-22,10:55,672.03,4.761904762,33.6015,9.4,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,2019,1,1,1.5570518950926888
732-94-0499,0.3512461059190031,1.0,20.825,0.4134285685215144,2019-01-13,17:04,416.5,4.761904762,20.825,5.4,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,2019,1,6,0.4653204429561776
263-10-3913,0.43346684468179797,0.8888888888888888,22.068,0.4387228717072128,2019-01-09,14:20,441.36,4.761904762,22.068,8.6,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,2019,1,2,0.571532801192446
381-20-0914,0.11048064085447265,0.8888888888888888,9.0045,0.17288849546717133,2019-01-12,15:48,180.09,4.761904762,9.0045,5.7,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,2019,1,5,-0.5447223410597606
829-49-1914,0.7591232754784157,1.0,39.155,0.7864330555640343,2019-03-05,16:24,783.1,4.761904762,39.155,6.6,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,2019,3,1,2.03158957125127
756-01-7507,0.11459724076546507,0.4444444444444445,5.095,0.09333251935736597,2019-01-22,18:56,101.9,4.761904762,5.095,6.0,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,2019,1,1,-0.878782851538193
870-72-4431,0.9914330218068537,0.5555555555555556,29.757,0.5951894020329049,2019-01-21,14:42,595.14,4.761904762,29.757,5.5,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,2019,1,0,1.2285455304592747
847-38-7188,0.9635068980863375,0.2222222222222222,14.502,0.28475931748115135,2019-01-26,19:56,290.04,4.761904762,14.502,6.4,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,2019,1,5,-0.07496977516765621
480-63-2856,0.10202492211838007,0.7777777777777777,7.7,0.14634270423165754,2019-01-23,18:37,154.0,4.761904762,7.7,6.6,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,2019,1,2,-0.6561897757493923
787-56-0757,0.7819314641744549,0.3333333333333333,16.072,0.3167078742000142,2019-02-23,18:45,321.44,4.761904762,16.072,8.3,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,2019,2,5,0.05918420908893387
360-39-5055,0.43202047174009794,0.4444444444444445,12.2275,0.23847460903716813,2019-03-09,10:17,244.55,4.761904762,12.2275,6.6,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,2019,3,5,-0.26932215554448063
730-50-9884,0.8119715175789943,0.6666666666666665,29.071,0.5812297141926883,2019-03-05,14:31,581.42,4.761904762,29.071,4.0,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,2019,3,1,1.1699279296949299
362-58-8315,0.7392078326657766,0.4444444444444445,19.13,0.3789363369046529,2019-03-25,10:23,382.6,4.761904762,19.13,9.9,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,2019,3,0,0.3204854089976298
633-44-8566,0.43724966622162886,0.6666666666666665,17.283,0.341350996611825,2019-03-27,20:35,345.66,4.761904762,17.283,7.3,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,2019,3,2,0.162662218601501
504-35-8843,0.3603693813974188,0.0,2.1235,0.03286427968214238,2019-01-02,16:57,42.47,4.761904762,2.1235,5.7,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,2019,1,2,-1.132692765053134
318-68-5053,0.7444370271473075,0.5555555555555556,23.097,0.45966240346753756,2019-02-27,17:55,461.94,4.761904762,23.097,6.1,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,2019,2,2,0.6594592023389625
565-80-5980,0.414997774810859,0.3333333333333333,9.476,0.18248323718242218,2019-01-23,10:25,189.52,4.761904762,9.476,7.1,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,2019,1,2,-0.5044334215839757
225-32-0908,0.3869603916332889,1.0,22.43,0.44608935421181684,2019-01-26,19:54,448.6,4.761904762,22.43,8.2,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,2019,1,5,0.6024651211293157
873-51-0671,0.132398753894081,0.6666666666666665,7.693,0.14620025843736964,2019-01-10,16:42,153.86,4.761904762,7.693,5.1,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,2019,1,3,-0.6567879145327019
152-08-9985,0.6039163328882956,0.8888888888888888,28.962,0.5790116296816336,2019-03-12,12:09,579.24,4.761904762,28.962,8.6,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,2019,3,1,1.1606140543548227
512-91-0811,0.8864040943480197,0.0,4.4875,0.08097025935309259,2019-02-06,20:05,89.75,4.761904762,4.4875,6.6,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,2019,2,2,-0.9306927530897079
594-34-4444,0.9688473520249221,0.0,4.858,0.08850971175076054,2019-03-08,20:38,97.16,4.761904762,4.858,7.2,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,2019,3,4,-0.899034121773105
766-85-7061,0.865487316421896,1.0,43.935,0.8837031836635022,2019-03-29,10:25,878.7,4.761904762,43.935,5.1,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,2019,3,4,2.440032911854137
871-39-9221,0.026368491321762333,0.5555555555555556,3.735,0.0656573364671408,2019-02-09,13:11,74.7,4.761904762,3.735,4.1,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,2019,2,5,-0.994992672295494
865-92-6136,0.47474410324877614,0.2222222222222222,7.9125,0.15066695155825524,2019-03-23,10:16,158.25,4.761904762,7.9125,9.3,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,2019,3,5,-0.638031991256064
733-01-9107,0.8079661771250557,0.5555555555555556,24.81,0.4945209242697109,2019-03-05,18:14,496.2,4.761904762,24.81,7.4,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,2019,3,1,0.8058323074545924
163-56-7055,0.429795282599021,0.0,2.4355,0.03921329222754698,2019-03-26,19:20,48.71,4.761904762,2.4355,4.1,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,2019,3,1,-1.1060328649970472
189-98-2939,0.761793502447708,0.8888888888888888,35.3475,0.7089527181709959,2019-03-01,13:22,706.95,4.761904762,35.3475,7.2,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,2019,3,4,1.7062447973296355
551-21-3069,0.1445260347129506,0.8888888888888888,10.3815,0.20090961814352432,2019-02-01,11:27,207.63,4.761904762,10.3815,4.9,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,2019,2,4,-0.42705989754299334
212-62-1842,0.5360480640854473,0.5555555555555556,17.478,0.3453191294527029,2019-03-28,16:44,349.56,4.761904762,17.478,9.9,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,2019,3,3,0.17932465613655524
716-39-1409,0.22552291944815311,0.6666666666666665,10.6225,0.20581382334686565,2019-03-19,18:19,212.45,4.761904762,10.6225,8.0,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,2019,3,1,-0.4064668337176188
704-48-3927,0.8743880729862039,1.0,44.335,0.8918429433370978,2019-01-12,14:50,886.7,4.761904762,44.335,7.3,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,2019,1,5,2.4742122709004013
628-34-3388,0.19247886070315978,0.5555555555555556,8.214,0.15680229541222795,2019-01-05,20:54,164.28,4.761904762,8.214,7.9,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,2019,1,5,-0.6122692993749418
630-74-5166,0.5791054739652871,0.5555555555555556,18.639,0.3689447819053142,2019-03-22,20:19,372.78,4.761904762,18.639,7.4,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,2019,3,4,0.27853024576833935
588-01-7461,0.2659101023587005,0.8888888888888888,15.291,0.3008149934373187,2019-03-24,10:43,305.82,4.761904762,15.291,4.2,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,2019,3,6,-0.007550989448898667
861-77-0145,0.7998442367601246,1.0,40.985,0.8236724560707344,2019-03-03,14:30,819.7,4.761904762,40.985,9.2,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,2019,3,6,2.1879601388879326
479-26-8945,0.07131731197151756,0.1111111111111111,1.649,0.02320848976933956,2019-02-05,11:32,32.98,4.761904762,1.649,4.6,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,2019,2,1,-1.173238029721766
210-67-5886,0.9805295950155763,0.2222222222222222,14.7315,0.28942950459387684,2019-02-05,10:41,294.63,4.761904762,14.7315,7.8,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,2019,2,1,-0.05535936791486171
